id_aluno;idade;serie;prova_b1;trab1_b1;trab2_b1;freq_b1;prova_b2;trab1_b2;trab2_b2;freq_b2;prova_b3;trab1_b3;trab2_b3;freq_b3;prova_b4;trab1_b4;trab2_b4;freq_b4;nota_b1;nota_b2;nota_b3;nota_b4;nota_final;frequencia_final;resultado_final;media_nota_b1_b3;media_freq_b1_b3;slope_nota;var_nota;prob_reprovado;prob_recuperacao;prob_aprovado;score_risco;nivel_risco
601;11;8;3.8;1.0;0.7;64.8;4.0;0.2;0.7;51.9;3.2;0.4;0.7;76.1;5.7;0.2;0.3;99.4;5.5;4.9;4.3;6.2;5.225;73.05;Reprovado;4.9;64.26666666666667;-1.2000000000000002;0.3600000000000001;0.955;0.045;0.0;97.75;Alto Risco
602;14;8;3.8;0.1;0.8;96.9;6.9;1.0;0.4;59.3;3.6;0.7;0.3;58.6;3.7;0.4;0.5;82.9;4.7;8.3;4.6;4.6000000000000005;5.550000000000001;74.425;Reprovado;5.866666666666667;71.6;-0.1000000000000005;4.443333333333335;0.915;0.08;0.005;95.5;Alto Risco
603;14;6;3.2;0.4;0.3;90.9;7.5;1.0;0.9;91.6;7.9;0.9;0.6;65.3;6.0;0.4;0.5;68.3;3.9;9.4;9.4;6.9;7.4;79.025;Aprovado;7.566666666666667;82.60000000000001;5.5;10.083333333333336;0.1;0.155;0.745;17.75;Baixo Risco
604;12;7;6.7;0.0;0.6;99.2;4.9;0.2;0.7;88.3;4.6;0.2;0.3;66.1;4.6;1.0;0.4;73.5;7.3;5.800000000000001;5.1;6.0;6.050000000000001;81.775;Recuperação;6.066666666666667;84.53333333333333;-2.2;1.2633333333333332;0.105;0.855;0.04;53.25;Risco Moderado
605;13;7;6.3;0.7;0.6;63.0;6.8;0.3;0.1;67.5;3.6;0.5;0.2;58.0;3.3;1.0;0.8;63.3;7.6;7.199999999999999;4.3;5.1;6.049999999999999;62.95;Reprovado;6.366666666666666;62.833333333333336;-3.3;3.2433333333333327;0.98;0.02;0.0;99.0;Alto Risco
606;13;9;5.4;0.9;0.8;98.5;7.5;0.9;0.9;68.8;3.5;0.4;0.4;60.3;7.7;0.1;0.5;67.2;7.1000000000000005;9.3;4.3;8.3;7.250000000000001;73.7;Reprovado;6.900000000000001;75.86666666666667;-2.8000000000000007;6.280000000000003;0.79;0.17;0.04;87.5;Alto Risco
607;13;7;7.2;0.3;0.9;71.6;7.2;1.0;0.3;76.7;6.6;0.7;0.2;89.4;6.2;0.7;0.6;82.5;8.4;8.5;7.5;7.5;7.975;80.05000000000001;Aprovado;8.133333333333333;79.23333333333333;-0.9000000000000004;0.3033333333333334;0.12;0.07;0.81;15.5;Baixo Risco
608;14;6;7.0;0.9;0.0;67.4;3.9;0.4;0.3;50.0;7.3;0.2;0.5;58.4;7.4;0.1;0.9;94.1;7.9;4.6;8.0;8.4;7.225;67.475;Reprovado;6.833333333333333;58.6;0.0999999999999996;3.743333333333334;0.99;0.005;0.005;99.25;Alto Risco
609;14;8;5.9;0.3;0.7;52.5;7.8;0.3;0.4;62.1;4.3;0.6;0.2;51.4;6.4;0.0;0.9;59.2;6.9;8.5;5.1;7.300000000000001;6.95;56.3;Reprovado;6.833333333333333;55.333333333333336;-1.8000000000000007;2.893333333333334;0.98;0.02;0.0;99.0;Alto Risco
610;14;7;7.3;0.9;0.1;52.6;4.9;0.5;0.1;60.4;3.1;0.9;0.5;81.5;4.8;0.1;0.9;92.0;8.299999999999999;5.5;4.5;5.8;6.025;71.625;Reprovado;6.099999999999999;64.83333333333333;-3.799999999999999;3.8799999999999977;0.91;0.08;0.01;95.0;Alto Risco
611;11;9;4.0;0.8;0.5;84.6;4.7;0.7;0.5;62.5;4.1;0.4;0.2;98.8;5.6;1.0;0.3;56.1;5.3;5.9;4.7;6.9;5.699999999999999;75.5;Recuperação;5.3;81.96666666666665;-0.5999999999999996;0.3600000000000001;0.035;0.965;0.0;51.75;Risco Moderado
612;12;7;3.6;0.8;0.3;72.9;3.3;0.3;0.1;90.3;3.3;0.9;0.7;66.6;6.4;0.9;0.0;60.7;4.7;3.7;4.9;7.300000000000001;5.15;72.625;Reprovado;4.433333333333334;76.6;0.2000000000000001;0.4133333333333334;0.8;0.195;0.005;89.75;Alto Risco
613;14;6;4.3;0.0;0.3;61.3;5.4;0.7;0.4;64.0;3.5;1.0;0.8;55.9;7.8;0.2;0.3;51.9;4.6;6.500000000000001;5.3;8.3;6.175000000000001;58.275;Reprovado;5.466666666666668;60.4;0.7000000000000002;0.9233333333333346;0.985;0.015;0.0;99.25;Alto Risco
614;12;9;3.3;1.0;0.4;80.7;3.5;0.1;0.4;59.6;5.2;0.1;0.1;78.5;4.3;0.2;0.3;57.0;4.7;4.0;5.4;4.8;4.725;68.95;Reprovado;4.7;72.93333333333334;0.7000000000000002;0.4900000000000002;0.86;0.14;0.0;93.0;Alto Risco
615;12;7;5.7;0.7;0.6;62.6;4.2;0.0;0.8;75.2;4.1;0.2;0.5;95.3;7.4;0.2;0.9;95.9;7.0;5.0;4.8;8.5;6.325;82.25;Recuperação;5.6000000000000005;77.7;-2.2;1.48;0.055;0.94;0.005;52.5;Risco Moderado
616;13;9;7.7;0.3;0.3;78.9;4.6;0.4;0.8;93.3;5.6;1.0;0.1;89.2;7.6;0.5;0.6;73.0;8.3;5.8;6.699999999999999;8.7;7.375;83.6;Aprovado;6.933333333333334;87.13333333333333;-1.6000000000000014;1.6033333333333348;0.04;0.135;0.825;10.75;Baixo Risco
617;11;6;3.2;0.8;0.7;68.0;7.0;0.4;0.2;62.1;4.3;1.0;0.6;81.1;6.4;0.6;0.1;53.9;4.7;7.6;5.9;7.1;6.324999999999999;66.27499999999999;Reprovado;6.066666666666667;70.39999999999999;1.2000000000000002;2.123333333333332;0.95;0.05;0.0;97.5;Alto Risco
618;14;8;3.6;0.3;0.4;91.2;7.4;0.3;0.4;53.9;7.7;0.1;0.3;65.8;7.7;0.2;0.1;98.0;4.3;8.1;8.1;8.0;7.125;77.225;Aprovado;6.833333333333333;70.3;3.8;4.8133333333333335;0.27;0.05;0.68;29.5;Baixo Risco
619;13;6;5.3;0.9;0.1;91.0;4.5;0.5;0.4;67.8;7.5;0.0;0.5;77.1;5.0;0.8;0.2;93.9;6.3;5.4;8.0;6.0;6.425;82.45;Recuperação;6.566666666666666;78.63333333333334;1.7000000000000002;1.743333333333333;0.125;0.865;0.01;55.75;Risco Moderado
620;13;6;7.7;0.1;0.8;73.9;7.3;0.3;0.2;87.4;5.8;0.2;0.5;54.6;7.8;0.3;0.6;87.7;8.6;7.8;6.5;8.7;7.899999999999999;75.9;Aprovado;7.633333333333333;71.96666666666667;-2.1;1.123333333333333;0.33;0.015;0.655;33.75;Baixo Risco
621;14;6;4.6;0.7;0.3;67.5;7.3;0.2;0.8;77.5;4.8;1.0;0.9;83.9;6.5;0.9;0.7;96.7;5.6;8.3;6.7;8.1;7.175000000000001;81.4;Aprovado;6.866666666666667;76.3;1.1000000000000003;1.8433333333333344;0.18;0.15;0.67;25.5;Baixo Risco
622;12;6;5.5;0.5;0.4;68.1;6.8;0.3;0.7;90.8;4.9;0.2;0.5;86.3;3.2;0.7;0.9;61.0;6.4;7.8;5.6000000000000005;4.800000000000001;6.15;76.55;Recuperação;6.6000000000000005;81.73333333333333;-0.7999999999999998;1.239999999999999;0.08;0.895;0.025;52.75;Risco Moderado
623;13;8;3.2;0.1;0.7;90.3;3.7;1.0;0.2;98.0;5.1;0.5;0.6;98.3;7.5;0.4;0.9;91.8;4.0;4.9;6.199999999999999;8.8;5.975;94.6;Recuperação;5.033333333333333;95.53333333333336;2.1999999999999997;1.2233333333333325;0.07;0.925;0.005;53.25;Risco Moderado
624;12;8;3.7;0.2;0.3;66.4;6.5;0.4;0.4;89.6;6.6;0.8;0.4;63.0;5.4;0.8;0.2;84.5;4.2;7.300000000000001;7.8;6.4;6.425000000000001;75.875;Recuperação;6.433333333333334;73.0;3.6;3.803333333333333;0.27;0.72;0.01;63.0;Risco Moderado
625;11;9;7.9;0.0;0.1;60.5;7.7;0.4;0.1;80.2;5.3;0.0;0.9;50.9;5.3;0.8;0.3;93.5;8.0;8.2;6.2;6.4;7.199999999999999;71.275;Reprovado;7.466666666666666;63.86666666666667;-1.7999999999999998;1.2133333333333327;0.945;0.04;0.015;96.5;Alto Risco
626;12;7;7.8;0.5;0.4;54.2;6.4;0.6;0.6;74.7;7.3;0.6;0.8;77.3;5.8;0.3;0.2;89.8;8.700000000000001;7.6;8.7;6.3;7.825;74.0;Reprovado;8.333333333333334;68.73333333333333;-1.7763568394002505e-15;0.4033333333333337;0.91;0.005;0.085;91.25;Alto Risco
627;11;8;3.0;0.3;0.9;73.3;4.7;1.0;0.1;52.0;7.7;0.3;0.3;85.3;3.7;0.3;0.4;67.3;4.2;5.8;8.3;4.4;5.675000000000001;69.475;Reprovado;6.1000000000000005;70.2;4.1000000000000005;4.270000000000001;0.875;0.07;0.055;91.0;Alto Risco
628;12;8;7.8;0.6;0.6;74.1;5.5;0.2;1.0;99.2;4.7;0.9;0.8;89.5;5.3;0.9;0.9;88.7;9.0;6.7;6.4;7.1000000000000005;7.300000000000001;87.875;Aprovado;7.366666666666667;87.60000000000001;-2.6;2.023333333333333;0.07;0.14;0.79;14.000000000000002;Baixo Risco
629;13;7;6.2;0.3;0.7;92.0;6.2;0.7;0.8;69.2;5.8;0.3;0.4;59.7;7.2;0.2;0.6;63.1;7.2;7.7;6.5;8.0;7.35;71.0;Reprovado;7.133333333333333;73.63333333333333;-0.7000000000000002;0.3633333333333334;0.83;0.13;0.04;89.5;Alto Risco
630;13;8;7.3;0.3;0.6;61.1;5.6;0.7;0.4;57.6;3.5;0.7;0.8;63.1;3.1;0.0;0.7;66.4;8.2;6.7;5.0;3.8;5.925;62.05;Reprovado;6.633333333333333;60.6;-3.1999999999999997;2.563333333333332;0.995;0.005;0.0;99.75;Alto Risco
631;11;6;5.3;0.7;0.2;69.0;3.6;0.6;0.6;83.3;4.0;0.7;0.8;75.6;4.4;0.5;0.5;55.4;6.2;4.8;5.5;5.4;5.475;70.825;Reprovado;5.5;75.96666666666667;-0.7000000000000002;0.4900000000000002;0.8;0.19;0.01;89.5;Alto Risco
632;14;6;5.6;0.0;0.4;90.4;4.6;0.1;0.9;64.2;5.1;0.2;0.2;66.5;3.0;0.8;0.0;96.8;6.0;5.6;5.5;3.8;5.2250000000000005;79.47500000000001;Recuperação;5.7;73.7;-0.5;0.07;0.195;0.805;0.0;59.75;Risco Moderado
633;11;7;5.4;0.9;0.8;91.2;7.0;0.7;0.6;79.3;4.0;0.0;0.7;93.0;5.1;0.8;0.1;64.6;7.1000000000000005;8.3;4.7;5.999999999999999;6.525;82.025;Recuperação;6.7;87.83333333333333;-2.4000000000000004;3.360000000000001;0.08;0.895;0.025;52.75;Risco Moderado
634;11;9;6.3;0.9;0.1;69.2;7.3;0.1;0.2;79.3;7.4;0.4;0.3;73.7;6.6;0.9;0.5;76.0;7.3;7.6;8.100000000000001;8.0;7.75;74.55;Reprovado;7.666666666666667;74.06666666666666;0.8000000000000016;0.163333333333334;0.815;0.06;0.125;84.5;Alto Risco
635;12;9;3.7;0.7;0.3;73.0;3.7;0.6;0.4;72.3;3.8;0.3;0.3;90.0;7.0;0.5;0.7;69.6;4.7;4.7;4.4;8.2;5.5;76.225;Recuperação;4.6000000000000005;78.43333333333334;-0.2999999999999998;0.0299999999999999;0.125;0.875;0.0;56.25;Risco Moderado
636;12;7;3.1;0.6;0.3;65.2;7.8;0.7;0.8;91.8;5.3;0.8;0.3;79.0;7.7;0.1;0.2;98.0;4.0;9.3;6.4;8.0;6.925;83.5;Recuperação;6.566666666666667;78.66666666666667;2.4000000000000004;7.043333333333335;0.135;0.85;0.015;56.0;Risco Moderado
637;11;7;4.5;0.9;0.4;96.6;4.6;0.2;0.6;63.2;6.0;0.8;0.7;88.7;6.0;0.6;0.7;66.8;5.800000000000001;5.4;7.5;7.3;6.5;78.825;Recuperação;6.233333333333334;82.83333333333333;1.6999999999999993;1.2433333333333327;0.025;0.97;0.005;51.0;Risco Moderado
638;13;6;6.5;0.2;1.0;55.9;6.3;0.8;0.7;72.4;6.5;0.5;0.2;66.6;4.3;0.8;0.8;88.9;7.7;7.8;7.2;5.9;7.15;70.95;Reprovado;7.566666666666666;64.96666666666667;-0.5;0.1033333333333332;0.965;0.01;0.025;97.0;Alto Risco
639;12;9;4.0;0.1;0.1;96.7;6.8;0.0;0.9;76.9;4.9;0.6;0.0;91.6;7.6;0.1;0.4;92.8;4.199999999999999;7.7;5.5;8.1;6.375;89.50000000000001;Recuperação;5.8;88.40000000000002;1.3000000000000007;3.1300000000000017;0.03;0.955;0.015;50.75;Risco Moderado
640;14;8;6.4;0.2;0.5;84.2;7.1;0.8;0.9;83.2;7.3;0.6;0.7;63.7;6.9;0.2;0.7;71.8;7.1000000000000005;8.799999999999999;8.6;7.800000000000001;8.075;75.72500000000001;Aprovado;8.166666666666666;77.03333333333335;1.4999999999999991;0.863333333333332;0.1;0.055;0.845;12.75;Baixo Risco
641;12;6;7.8;0.8;0.2;76.6;7.7;0.5;0.9;89.2;5.8;0.8;0.2;77.3;5.9;0.0;0.4;68.9;8.799999999999999;9.1;6.8;6.300000000000001;7.75;78.0;Aprovado;8.233333333333333;81.03333333333335;-1.9999999999999991;1.5633333333333328;0.125;0.05;0.825;15.0;Baixo Risco
642;12;7;3.5;0.0;1.0;51.6;4.6;0.2;0.1;69.7;5.2;0.4;0.1;60.7;6.5;0.6;0.7;87.4;4.5;4.9;5.7;7.8;5.725;67.35;Reprovado;5.033333333333334;60.66666666666666;1.2000000000000002;0.3733333333333334;0.965;0.035;0.0;98.25;Alto Risco
643;14;9;6.4;0.6;0.1;73.8;7.3;0.1;0.5;82.3;3.3;0.3;0.2;73.8;7.6;0.9;0.8;95.6;7.1;7.899999999999999;3.8;9.3;7.025;81.375;Aprovado;6.266666666666666;76.63333333333333;-3.3;4.723333333333331;0.13;0.255;0.615;25.75;Baixo Risco
644;11;8;5.2;1.0;0.4;70.4;3.7;1.0;0.7;57.5;5.3;0.3;0.4;65.9;6.6;0.7;1.0;87.7;6.6000000000000005;5.4;6.0;8.3;6.575;70.375;Reprovado;6.0;64.60000000000001;-0.6000000000000005;0.3600000000000001;0.98;0.02;0.0;99.0;Alto Risco
645;14;8;7.3;0.9;0.7;58.1;6.5;0.1;0.8;96.6;7.1;0.5;0.5;63.3;4.8;1.0;0.3;61.4;8.899999999999999;7.399999999999999;8.1;6.1;7.625;69.85;Reprovado;8.133333333333333;72.66666666666667;-0.7999999999999989;0.5633333333333332;0.84;0.045;0.115;86.25;Alto Risco
646;11;6;3.9;0.5;0.7;82.8;6.7;0.2;0.6;69.2;6.1;0.4;0.0;98.3;6.6;0.1;0.4;94.4;5.1000000000000005;7.5;6.5;7.1;6.550000000000001;86.17500000000001;Recuperação;6.366666666666667;83.43333333333334;1.3999999999999997;1.4533333333333325;0.085;0.89;0.025;53.0;Risco Moderado
647;11;9;6.5;0.1;0.4;98.6;6.4;0.3;0.2;86.5;7.2;0.4;1.0;58.0;3.2;0.9;0.2;69.4;7.0;6.9;8.600000000000001;4.300000000000001;6.7;78.125;Recuperação;7.5;81.03333333333333;1.6000000000000014;0.9100000000000014;0.075;0.7;0.225;42.5;Risco Moderado
648;11;9;7.2;0.8;0.3;78.1;4.3;0.6;0.8;51.0;5.5;0.1;0.7;89.4;4.9;0.8;0.2;78.8;8.3;5.699999999999999;6.3;5.9;6.550000000000001;74.325;Reprovado;6.766666666666667;72.83333333333333;-2.000000000000001;1.8533333333333355;0.785;0.185;0.03;87.75;Alto Risco
649;14;7;7.7;0.6;0.4;85.7;7.4;0.5;0.7;60.3;3.6;0.7;0.3;99.2;5.0;0.3;0.7;91.6;8.700000000000001;8.6;4.6;6.0;6.975;84.19999999999999;Recuperação;7.3;81.73333333333333;-4.100000000000001;5.470000000000002;0.09;0.79;0.12;48.5;Risco Moderado
650;11;9;6.4;0.1;0.3;53.4;3.8;0.1;0.1;74.4;3.1;0.2;0.3;51.0;3.8;1.0;0.9;59.4;6.8;4.0;3.6;5.7;5.025;59.55;Reprovado;4.8;59.6;-3.2;3.04;0.98;0.02;0.0;99.0;Alto Risco
651;13;9;5.5;0.1;0.2;70.9;3.3;0.3;0.5;93.9;4.5;0.2;0.4;85.0;3.1;0.3;0.4;89.2;5.8;4.1;5.1000000000000005;3.8;4.7;84.75;Reprovado;5.0;83.26666666666667;-0.6999999999999993;0.7300000000000001;0.7;0.285;0.015;84.25;Alto Risco
652;14;6;6.1;0.9;0.5;55.8;6.6;0.2;0.2;76.4;6.5;0.4;0.6;62.6;3.7;0.9;0.2;79.8;7.5;7.0;7.5;4.800000000000001;6.7;68.64999999999999;Reprovado;7.333333333333333;64.93333333333332;0.0;0.0833333333333333;0.98;0.005;0.015;98.25;Alto Risco
653;13;9;7.3;0.7;0.3;80.6;5.4;0.2;0.3;96.5;7.0;0.2;0.1;52.0;6.3;0.9;0.3;94.7;8.3;5.9;7.3;7.5;7.25;80.95;Aprovado;7.166666666666667;76.36666666666666;-1.0000000000000009;1.4533333333333336;0.195;0.13;0.675;26.0;Baixo Risco
654;11;8;5.9;0.8;0.3;96.9;7.2;0.4;0.0;74.2;4.5;0.6;0.2;70.1;7.0;0.8;0.5;58.6;7.0;7.6;5.3;8.3;7.050000000000001;74.95;Reprovado;6.633333333333333;80.4;-1.7000000000000002;1.4233333333333331;0.7;0.29;0.01;84.5;Alto Risco
655;12;6;3.2;0.9;0.7;83.1;4.9;0.7;0.4;74.5;5.5;0.4;0.9;96.8;7.9;0.6;0.3;71.0;4.800000000000001;6.000000000000001;6.800000000000001;8.8;6.6000000000000005;81.35;Recuperação;5.866666666666667;84.8;2.0;1.0133333333333334;0.055;0.93;0.015;52.0;Risco Moderado
656;11;6;7.7;0.6;1.0;53.8;3.8;0.2;0.5;56.0;5.1;0.4;0.3;50.6;4.7;0.1;0.2;91.6;9.3;4.5;5.8;5.0;6.15;63.0;Reprovado;6.533333333333334;53.46666666666667;-3.500000000000001;6.163333333333335;0.965;0.03;0.005;98.0;Alto Risco
657;13;7;6.4;0.5;0.6;67.7;7.2;0.4;0.6;90.1;5.1;0.5;0.4;79.4;6.0;0.5;0.7;51.0;7.5;8.200000000000001;6.0;7.2;7.225;72.05000000000001;Reprovado;7.233333333333334;79.06666666666668;-1.5;1.2633333333333343;0.695;0.08;0.225;73.5;Alto Risco
658;13;9;6.4;0.4;0.1;77.5;5.7;0.4;0.7;62.3;4.2;0.2;0.9;75.1;7.7;0.4;0.0;55.6;6.9;6.800000000000001;5.300000000000001;8.1;6.775;67.625;Reprovado;6.333333333333333;71.63333333333334;-1.5999999999999996;0.8033333333333331;0.955;0.035;0.01;97.25;Alto Risco
659;14;7;4.1;0.3;0.1;70.2;3.9;1.0;0.8;95.0;3.7;0.2;0.7;93.7;3.8;0.8;0.5;99.5;4.499999999999999;5.7;4.6000000000000005;5.1;4.975;89.6;Reprovado;4.933333333333334;86.3;0.1000000000000014;0.4433333333333337;0.655;0.34;0.005;82.5;Alto Risco
660;12;8;6.3;0.4;1.0;91.7;6.6;1.0;0.2;95.5;4.0;0.9;0.3;54.2;6.6;0.8;0.8;64.0;7.7;7.8;5.2;8.2;7.225;76.35;Aprovado;6.9;80.46666666666665;-2.5;2.1699999999999995;0.1;0.215;0.685;20.75;Baixo Risco
661;14;6;5.0;0.8;0.3;90.7;5.6;0.8;0.1;97.2;3.3;0.4;0.7;84.1;6.8;0.9;0.3;98.8;6.1;6.499999999999999;4.4;8.0;6.249999999999999;92.7;Recuperação;5.666666666666667;90.66666666666669;-1.6999999999999993;1.2433333333333318;0.03;0.96;0.01;51.0;Risco Moderado
662;13;6;6.3;0.6;0.1;80.6;6.0;0.2;0.9;76.0;4.0;0.4;0.0;84.0;3.4;0.0;0.6;59.1;6.999999999999999;7.1000000000000005;4.4;4.0;5.625;74.925;Reprovado;6.166666666666667;80.2;-2.5999999999999988;2.3433333333333324;0.72;0.25;0.03;84.5;Alto Risco
663;11;6;3.5;0.9;0.6;68.7;5.3;0.1;0.2;83.9;3.0;0.0;0.7;83.5;7.3;0.8;0.7;68.1;5.0;5.6;3.7;8.799999999999999;5.775;76.05000000000001;Recuperação;4.766666666666667;78.7;-1.2999999999999998;0.9433333333333328;0.14;0.855;0.005;56.75;Risco Moderado
664;12;8;6.3;0.4;0.6;62.8;7.1;0.3;1.0;88.9;6.1;0.5;0.5;97.1;7.1;0.9;0.7;87.6;7.3;8.399999999999999;7.1;8.7;7.874999999999999;84.1;Aprovado;7.599999999999999;82.93333333333332;-0.2000000000000001;0.4899999999999991;0.105;0.1;0.795;15.5;Baixo Risco
665;11;8;8.0;0.6;0.6;55.3;7.1;0.3;0.8;56.6;4.6;0.6;0.8;91.2;3.2;0.8;0.4;82.9;9.2;8.2;5.999999999999999;4.4;6.949999999999999;71.5;Reprovado;7.8;67.7;-3.2;2.68;0.91;0.075;0.015;94.75;Alto Risco
666;11;7;3.2;0.6;0.3;67.7;6.5;0.5;0.5;80.0;7.9;0.6;1.0;52.1;3.5;0.1;0.3;79.1;4.1000000000000005;7.5;9.5;3.9;6.25;69.725;Reprovado;7.033333333333334;66.6;5.4;7.453333333333331;0.95;0.01;0.04;95.5;Alto Risco
667;12;7;7.9;0.6;0.0;70.7;3.5;0.8;1.0;51.7;4.0;0.7;0.9;73.6;3.2;0.1;0.8;76.5;8.5;5.3;5.6000000000000005;4.1000000000000005;5.875000000000001;68.125;Reprovado;6.466666666666668;65.33333333333333;-2.8999999999999995;3.123333333333333;0.93;0.065;0.005;96.25;Alto Risco
668;14;7;5.0;0.7;1.0;83.8;7.2;0.9;0.1;74.9;4.7;0.2;0.9;69.9;4.7;0.0;0.8;92.2;6.7;8.2;5.800000000000001;5.5;6.55;80.2;Recuperação;6.9;76.2;-0.8999999999999995;1.4699999999999984;0.185;0.755;0.06;56.25;Risco Moderado
669;11;9;7.4;0.2;0.3;82.9;6.4;0.8;0.3;57.7;4.8;0.3;0.5;65.5;5.5;0.6;0.3;61.7;7.9;7.5;5.6;6.4;6.85;66.95;Reprovado;7.0;68.7;-2.3000000000000007;1.510000000000001;0.975;0.015;0.01;98.25;Alto Risco
670;13;6;6.9;0.5;0.7;53.5;6.5;0.4;0.6;59.1;3.0;0.8;0.4;72.6;5.7;0.6;0.1;72.1;8.1;7.5;4.2;6.4;6.55;64.32499999999999;Reprovado;6.6000000000000005;61.73333333333333;-3.9;4.409999999999999;0.965;0.025;0.01;97.75;Alto Risco
671;11;6;5.8;0.1;0.7;69.8;4.8;0.7;0.4;68.3;7.2;0.9;0.5;69.2;4.3;1.0;0.1;57.8;6.6;5.9;8.6;5.4;6.625;66.275;Reprovado;7.033333333333334;69.10000000000001;2.0;1.9633333333333325;0.92;0.05;0.03;94.5;Alto Risco
672;12;7;6.7;0.4;0.6;59.1;7.4;0.3;0.9;71.6;3.2;0.1;0.7;71.6;7.6;0.4;0.1;79.8;7.7;8.6;4.0;8.1;7.1;70.52499999999999;Reprovado;6.766666666666667;67.43333333333332;-3.7;5.9433333333333325;0.955;0.035;0.01;97.25;Alto Risco
673;12;6;7.4;0.5;0.3;57.8;6.6;0.1;0.1;81.2;7.7;0.5;0.9;99.0;4.8;0.3;0.6;62.5;8.200000000000001;6.799999999999999;9.1;5.699999999999999;7.45;75.125;Aprovado;8.033333333333333;79.33333333333333;0.8999999999999986;1.3433333333333346;0.135;0.065;0.8;16.75;Baixo Risco
674;12;7;5.0;0.7;0.3;91.4;3.6;0.7;0.5;53.7;7.5;0.2;0.2;54.4;3.2;0.6;0.1;66.7;6.0;4.8;7.9;3.9;5.65;66.55000000000001;Reprovado;6.233333333333334;66.50000000000001;1.9000000000000004;2.4433333333333342;0.955;0.04;0.005;97.5;Alto Risco
675;14;9;4.6;1.0;0.6;52.1;5.0;0.0;0.6;75.2;5.7;0.1;0.9;96.1;4.5;0.8;0.3;73.6;6.199999999999999;5.6;6.7;5.6;6.025;74.25;Reprovado;6.166666666666667;74.46666666666667;0.5000000000000009;0.3033333333333336;0.835;0.165;0.0;91.75;Alto Risco
676;11;9;6.3;0.6;0.9;71.0;7.4;0.4;0.7;59.1;5.7;0.3;0.8;74.0;5.7;0.9;0.8;51.3;7.8;8.5;6.8;7.4;7.625;63.85;Reprovado;7.7;68.03333333333333;-1.0;0.7300000000000001;0.965;0.005;0.03;96.75;Alto Risco
677;14;8;7.0;0.7;0.9;58.4;3.2;0.3;0.3;78.7;6.3;0.1;1.0;81.2;5.0;0.8;0.3;54.6;8.6;3.8;7.399999999999999;6.1;6.475;68.22500000000001;Reprovado;6.599999999999999;72.76666666666667;-1.200000000000001;6.239999999999998;0.905;0.085;0.01;94.75;Alto Risco
678;14;9;6.8;0.5;0.1;94.0;7.8;0.7;0.4;81.9;4.9;0.7;0.9;91.5;4.4;0.4;0.8;84.3;7.399999999999999;8.9;6.500000000000001;5.6000000000000005;7.1000000000000005;87.925;Aprovado;7.599999999999999;89.13333333333333;-0.8999999999999977;1.4699999999999998;0.065;0.125;0.81;12.75;Baixo Risco
679;12;7;7.0;0.6;0.2;77.9;6.4;0.8;0.8;77.8;6.2;0.5;0.3;68.0;3.7;0.6;0.7;71.4;7.8;8.0;7.0;5.0;6.95;73.775;Reprovado;7.6;74.56666666666666;-0.7999999999999998;0.2799999999999999;0.815;0.095;0.09;86.25;Alto Risco
680;12;9;5.2;0.1;0.9;61.6;6.2;0.3;0.2;86.9;3.2;0.1;0.1;71.5;7.1;0.9;0.2;93.2;6.2;6.7;3.4000000000000004;8.2;6.125;78.3;Recuperação;5.433333333333334;73.33333333333333;-2.8;3.163333333333333;0.19;0.805;0.005;59.25;Risco Moderado
681;14;8;7.1;0.3;0.7;75.1;4.4;0.8;0.8;66.8;3.3;0.0;0.1;70.5;8.0;0.5;0.7;84.7;8.1;6.0;3.4;9.2;6.675;74.27499999999999;Reprovado;5.833333333333333;70.8;-4.699999999999999;5.543333333333333;0.87;0.125;0.005;93.25;Alto Risco
682;11;6;3.6;0.4;0.9;86.6;4.2;0.3;0.6;88.3;5.3;0.8;0.3;68.7;4.6;0.2;0.7;50.4;4.9;5.1;6.4;5.5;5.475;73.49999999999999;Reprovado;5.466666666666666;81.19999999999999;1.5;0.6633333333333336;0.68;0.315;0.005;83.75;Alto Risco
683;13;7;5.7;0.5;0.2;97.9;7.7;0.4;0.8;71.6;5.7;0.2;0.6;96.3;4.9;0.2;0.4;80.8;6.4;8.9;6.5;5.500000000000001;6.825;86.65;Recuperação;7.266666666666667;88.60000000000001;0.0999999999999996;2.003333333333334;0.07;0.8;0.13;47.0;Risco Moderado
684;14;6;3.0;0.0;0.6;61.0;4.5;0.7;0.7;74.2;7.4;0.6;0.8;91.4;6.1;0.0;0.2;54.7;3.6;5.9;8.8;6.3;6.15;70.325;Reprovado;6.1000000000000005;75.53333333333333;5.200000000000001;6.790000000000002;0.79;0.19;0.02;88.5;Alto Risco
685;11;8;4.6;0.1;0.7;94.3;6.9;0.7;0.2;82.4;3.5;0.3;0.9;55.4;6.6;0.7;0.5;89.0;5.4;7.800000000000001;4.7;7.8;6.425;80.275;Recuperação;5.966666666666668;77.36666666666666;-0.7000000000000002;2.6433333333333344;0.09;0.9;0.01;54.0;Risco Moderado
686;12;8;4.8;0.3;0.7;96.7;5.0;1.0;0.6;50.9;7.1;0.6;0.6;55.4;5.0;0.1;0.9;99.6;5.8;6.6;8.299999999999999;6.0;6.674999999999999;75.65;Recuperação;6.899999999999999;67.66666666666667;2.499999999999999;1.629999999999999;0.36;0.62;0.02;67.0;Risco Moderado
