id_aluno,idade,serie,prova_b1,trab1_b1,trab2_b1,freq_b1,prova_b2,trab1_b2,trab2_b2,freq_b2,prova_b3,trab1_b3,trab2_b3,freq_b3,prova_b4,trab1_b4,trab2_b4,freq_b4,nota_b1,nota_b2,nota_b3,nota_b4,nota_final,frequencia_final,resultado_final
385,11,9,3.5,0.1,0.9,70.3,7.4,0.8,0.1,86.5,5.7,0.3,0.7,93.5,6.6,0.6,0.5,75.2,4.5,8.3,6.7,7.699999999999999,6.8,81.375,Recuperação
386,14,9,7.7,0.1,0.2,66.4,5.8,0.9,0.0,93.7,6.4,0.5,0.7,77.9,3.4,0.7,0.2,92.5,8.0,6.7,7.6000000000000005,4.3,6.65,82.625,Recuperação
387,13,9,6.4,0.7,1.0,72.7,7.8,0.7,0.6,96.9,5.1,1.0,0.7,66.2,4.1,0.4,0.8,61.8,8.100000000000001,9.1,6.8,5.3,7.325000000000001,74.4,Reprovado
388,13,6,3.3,0.5,0.2,88.1,3.2,0.4,0.9,90.3,6.7,0.3,0.0,64.7,3.0,0.0,0.5,96.8,4.0,4.5,7.0,3.5,4.75,84.975,Reprovado
389,11,8,4.5,0.4,1.0,56.3,3.5,0.9,0.7,92.5,5.6,0.6,1.0,51.7,6.6,0.8,1.0,97.7,5.9,5.1000000000000005,7.199999999999999,8.399999999999999,6.6499999999999995,74.55,Reprovado
390,11,9,6.5,0.7,1.0,59.8,3.2,0.3,0.8,77.5,3.4,0.1,0.8,90.8,4.7,0.7,0.3,97.9,8.2,4.3,4.3,5.7,5.625,81.5,Recuperação
391,13,8,3.3,0.8,0.7,97.6,3.9,0.3,0.0,91.3,4.0,0.6,0.9,72.5,6.9,0.5,0.7,91.9,4.8,4.2,5.5,8.1,5.65,88.32499999999999,Recuperação
392,13,8,5.9,0.2,1.0,58.8,5.7,0.7,0.5,65.2,7.2,0.1,0.0,66.3,4.7,0.9,0.9,68.2,7.1000000000000005,6.9,7.3,6.500000000000001,6.95,64.625,Reprovado
393,14,6,4.7,0.6,0.6,78.4,6.2,0.8,0.5,69.9,6.6,1.0,0.9,73.6,7.1,0.3,0.7,53.6,5.8999999999999995,7.5,8.5,8.1,7.5,68.875,Reprovado
394,14,9,6.1,0.1,0.3,79.0,3.2,0.9,0.5,65.8,7.5,0.7,0.8,90.9,3.7,0.3,0.9,78.4,6.499999999999999,4.6000000000000005,9.0,4.9,6.25,78.525,Recuperação
395,13,7,3.2,0.8,0.4,74.5,7.7,0.2,0.1,73.4,3.6,0.8,0.8,56.2,3.9,0.9,0.8,77.9,4.4,8.0,5.2,5.6,5.800000000000001,70.5,Reprovado
396,14,6,7.4,0.7,0.6,82.2,7.2,0.8,0.7,64.3,8.0,0.7,0.1,92.9,4.7,0.8,0.4,92.5,8.7,8.7,8.799999999999999,5.9,8.024999999999999,82.975,Aprovado
397,14,7,7.9,1.0,0.1,61.5,4.5,0.7,0.5,98.1,4.0,0.6,0.7,94.9,5.0,0.5,0.6,99.8,9.0,5.7,5.3,6.1,6.525,88.575,Recuperação
398,12,8,7.8,0.1,0.6,77.6,3.4,0.1,0.8,65.6,3.1,0.4,1.0,97.3,4.7,0.1,0.2,75.4,8.5,4.3,4.5,5.0,5.575,78.975,Recuperação
399,14,8,6.7,0.1,1.0,68.6,3.8,0.4,0.5,54.9,8.0,0.9,0.7,69.9,6.8,0.2,0.5,67.3,7.8,4.7,9.6,7.5,7.4,65.175,Reprovado
400,11,6,3.7,0.3,0.2,83.1,3.6,0.3,0.1,76.3,4.4,1.0,0.6,60.9,3.5,0.7,0.2,59.3,4.2,4.0,6.0,4.4,4.65,69.89999999999999,Reprovado
401,14,6,6.8,0.3,0.8,57.1,3.6,0.3,0.6,52.9,6.3,0.5,0.9,68.7,4.8,0.4,0.7,50.2,7.8999999999999995,4.5,7.7,5.9,6.5,57.224999999999994,Reprovado
402,14,7,3.1,0.2,0.9,78.5,5.6,1.0,0.2,55.5,3.9,0.9,0.4,66.6,7.2,0.8,0.5,75.5,4.2,6.8,5.2,8.5,6.175,69.025,Reprovado
403,13,9,3.1,0.9,0.9,59.3,4.2,0.6,0.9,61.0,5.9,0.6,0.6,58.8,3.3,0.9,0.4,77.8,4.9,5.7,7.1,4.6000000000000005,5.575000000000001,64.225,Reprovado
404,11,7,4.6,0.2,1.0,63.9,4.8,0.7,0.6,73.2,7.5,0.5,0.5,80.4,7.7,0.8,0.3,91.2,5.8,6.1,8.5,8.8,7.3,77.175,Aprovado
405,14,6,5.4,0.3,0.5,60.9,7.9,1.0,0.2,71.7,4.6,0.5,0.9,73.8,7.9,0.4,1.0,75.2,6.2,9.1,6.0,9.3,7.65,70.39999999999999,Reprovado
406,14,7,6.9,0.8,1.0,59.1,6.4,0.4,1.0,90.0,6.4,0.2,0.1,93.3,3.4,0.8,0.1,95.8,8.7,7.800000000000001,6.7,4.3,6.875,84.55,Recuperação
407,12,6,6.4,0.4,0.8,91.3,7.7,0.8,0.5,87.0,3.9,0.0,0.5,51.6,4.5,0.4,0.0,81.4,7.6000000000000005,9.0,4.4,4.9,6.475,77.825,Recuperação
408,14,7,5.2,0.8,0.2,64.3,3.7,0.4,0.1,71.3,6.1,0.2,0.7,82.2,4.9,0.2,0.2,92.0,6.2,4.2,7.0,5.300000000000001,5.675,77.45,Recuperação
409,14,6,4.4,0.1,0.5,96.4,4.9,0.9,0.6,66.7,4.7,0.5,0.8,88.1,6.9,0.0,1.0,57.4,5.0,6.4,6.0,7.9,6.324999999999999,77.15,Recuperação
410,12,6,8.0,0.5,0.7,98.5,5.8,0.2,0.3,65.8,4.1,0.4,0.6,88.0,6.0,0.4,1.0,92.8,9.2,6.3,5.1,7.4,7.0,86.275,Aprovado
411,13,6,5.1,0.0,0.2,78.6,3.4,0.9,0.8,88.7,4.6,0.4,0.9,94.3,6.2,0.9,0.7,83.8,5.3,5.1,5.9,7.800000000000001,6.0249999999999995,86.35000000000001,Recuperação
412,14,9,5.3,0.1,0.6,57.2,3.0,0.2,0.8,52.6,3.9,1.0,0.9,86.5,6.8,0.2,0.9,58.5,5.999999999999999,4.0,5.800000000000001,7.9,5.925000000000001,63.7,Reprovado
413,12,7,3.8,0.9,0.7,68.7,6.4,0.3,1.0,50.6,7.5,0.4,0.1,96.4,3.6,0.2,0.2,59.5,5.4,7.7,8.0,4.0,6.275,68.80000000000001,Reprovado
414,11,7,7.0,0.1,0.2,89.9,6.2,0.8,0.5,89.8,5.0,0.5,0.4,66.6,7.2,1.0,1.0,96.3,7.3,7.5,5.9,9.2,7.4750000000000005,85.64999999999999,Aprovado
415,13,7,6.5,0.5,0.6,68.4,5.1,0.4,0.5,73.9,4.2,0.1,0.0,75.2,6.5,0.0,0.1,51.6,7.6,6.0,4.3,6.6,6.125,67.275,Reprovado
416,11,6,4.1,0.4,0.8,54.4,5.4,0.6,0.8,56.5,5.2,0.0,0.3,50.7,5.9,0.8,0.1,73.1,5.3,6.8,5.5,6.8,6.1000000000000005,58.675000000000004,Reprovado
417,11,7,3.4,0.3,0.5,77.8,5.1,0.4,0.1,61.8,4.6,0.8,0.5,50.3,7.4,0.3,0.1,65.7,4.199999999999999,5.6,5.8999999999999995,7.8,5.875,63.89999999999999,Reprovado
418,12,7,6.4,0.9,0.0,92.3,3.1,0.7,0.5,96.6,6.7,0.6,0.9,62.0,6.5,0.0,0.6,83.3,7.300000000000001,4.3,8.2,7.1,6.725,83.55,Recuperação
419,14,6,6.3,0.0,0.0,89.8,4.7,0.2,0.5,93.0,7.9,0.8,0.8,55.0,4.0,0.9,0.8,92.0,6.3,5.4,9.500000000000002,5.7,6.7250000000000005,82.45,Recuperação
420,12,8,4.4,0.7,0.4,58.8,3.9,0.1,0.1,85.5,5.2,0.1,0.1,63.0,5.1,0.1,0.4,68.0,5.500000000000001,4.1,5.3999999999999995,5.6,5.15,68.825,Reprovado
421,12,6,7.8,1.0,0.9,83.6,3.5,0.3,0.4,74.1,7.3,0.6,0.1,58.9,5.5,0.6,1.0,71.3,9.700000000000001,4.2,7.999999999999999,7.1,7.25,71.975,Reprovado
422,12,7,3.8,0.6,0.2,61.0,7.8,0.5,0.9,76.0,5.8,0.3,0.6,51.4,3.3,0.3,0.4,99.1,4.6,9.200000000000001,6.699999999999999,3.9999999999999996,6.125,71.875,Reprovado
423,12,6,5.2,0.9,0.6,60.9,6.0,0.2,0.9,98.8,3.8,0.2,0.5,95.5,7.8,0.1,0.2,89.2,6.7,7.1000000000000005,4.5,8.1,6.6,86.1,Recuperação
424,13,8,7.7,0.1,0.2,93.7,6.6,0.4,0.1,98.3,6.5,0.0,0.3,50.4,3.6,0.0,0.5,94.9,8.0,7.1,6.8,4.1,6.5,84.325,Recuperação
425,14,6,5.1,0.4,0.3,62.5,4.6,0.4,0.1,60.8,5.6,0.1,0.9,86.8,6.5,0.1,0.7,71.9,5.8,5.1,6.6,7.3,6.2,70.5,Reprovado
426,11,7,6.2,0.3,0.8,63.2,5.0,0.1,0.3,90.6,6.3,0.3,0.9,57.6,5.5,0.1,0.8,61.7,7.3,5.3999999999999995,7.5,6.3999999999999995,6.6499999999999995,68.275,Reprovado
427,11,8,5.0,0.7,0.7,50.0,4.2,0.6,0.9,59.9,7.4,0.1,0.4,95.6,3.1,0.8,0.5,70.6,6.4,5.7,7.9,4.4,6.1,69.025,Reprovado
428,14,9,4.4,1.0,0.1,93.5,3.5,0.9,0.1,60.7,5.2,1.0,0.9,94.6,7.6,0.5,0.6,85.8,5.5,4.5,7.1000000000000005,8.7,6.45,83.64999999999999,Recuperação
429,11,7,7.9,0.3,0.4,89.6,3.9,0.2,0.7,83.8,7.5,0.3,0.4,82.7,7.3,0.3,0.3,55.5,8.600000000000001,4.8,8.2,7.8999999999999995,7.375,77.89999999999999,Aprovado
430,14,8,5.0,0.7,0.0,81.4,7.0,0.6,0.1,70.3,6.8,0.1,0.7,83.6,5.6,0.4,0.6,63.5,5.7,7.699999999999999,7.6,6.6,6.9,74.69999999999999,Reprovado
431,11,8,7.5,0.2,0.5,87.5,6.4,0.7,0.6,96.6,5.4,0.2,0.5,50.3,4.1,0.9,1.0,52.3,8.2,7.7,6.1000000000000005,6.0,7.0,71.675,Reprovado
432,12,9,4.1,0.6,0.7,57.6,5.7,0.4,0.4,54.5,6.0,0.6,0.1,99.2,3.6,0.9,0.0,71.6,5.3999999999999995,6.500000000000001,6.699999999999999,4.5,5.775,70.725,Reprovado
433,11,6,4.1,0.5,0.1,72.9,5.4,0.7,0.8,75.6,4.6,0.1,0.9,93.9,4.8,0.7,0.9,91.4,4.699999999999999,6.9,5.6,6.4,5.9,83.45,Recuperação
434,14,6,3.2,1.0,0.3,67.6,7.6,0.4,0.2,95.9,7.9,0.9,0.5,94.8,4.3,0.9,0.6,51.2,4.5,8.2,9.3,5.8,6.95,77.375,Recuperação
435,14,7,6.3,0.6,0.4,54.7,3.4,0.5,0.6,95.2,6.3,1.0,0.7,83.0,5.5,0.3,0.3,83.8,7.3,4.5,8.0,6.1,6.475,79.175,Recuperação
436,14,9,4.8,0.3,0.9,74.3,4.4,0.0,0.2,57.8,3.2,0.2,0.4,67.2,7.8,0.4,1.0,96.6,6.0,4.6000000000000005,3.8000000000000003,9.2,5.9,73.975,Reprovado
437,14,6,7.3,0.1,1.0,96.0,4.7,0.7,0.7,68.3,4.6,0.5,0.0,94.7,5.9,0.6,0.5,61.8,8.399999999999999,6.1000000000000005,5.1,7.0,6.65,80.2,Recuperação
438,14,9,5.4,0.2,0.0,52.0,6.9,0.7,0.9,81.0,6.1,0.0,0.1,64.6,7.4,0.6,0.3,84.7,5.6000000000000005,8.5,6.199999999999999,8.3,7.15,70.575,Reprovado
439,13,6,7.8,0.2,0.8,64.6,8.0,0.0,0.1,58.0,3.3,0.6,0.5,78.1,6.3,0.5,0.2,98.8,8.8,8.1,4.4,7.0,7.074999999999999,74.875,Reprovado
440,13,8,3.9,0.3,0.4,60.4,4.2,0.4,0.9,98.4,3.1,0.4,0.7,55.0,5.4,0.4,0.2,98.1,4.6000000000000005,5.500000000000001,4.2,6.000000000000001,5.075,77.975,Recuperação
441,11,6,7.3,0.9,0.4,61.9,7.4,1.0,0.6,95.7,5.3,0.3,0.3,96.1,7.3,1.0,0.8,61.7,8.6,9.0,5.8999999999999995,9.100000000000001,8.15,78.85,Aprovado
442,14,9,6.9,0.6,0.8,95.4,7.2,0.4,0.1,58.3,4.7,0.2,0.7,57.0,5.4,0.8,0.6,55.0,8.3,7.7,5.6000000000000005,6.8,7.1000000000000005,66.425,Reprovado
443,11,8,6.9,0.5,0.9,73.4,4.1,0.5,0.4,56.1,5.2,0.7,0.7,61.2,7.3,0.4,0.9,57.4,8.3,5.0,6.6000000000000005,8.6,7.125,62.025,Reprovado
444,14,8,7.2,0.1,1.0,73.3,5.0,0.9,0.2,54.3,4.3,0.4,0.7,77.9,4.5,0.7,0.2,85.1,8.3,6.1000000000000005,5.4,5.4,6.300000000000001,72.65,Reprovado
445,14,8,6.8,0.9,0.6,88.0,5.0,0.7,0.7,95.5,3.8,0.2,0.5,88.2,3.6,0.3,0.1,86.3,8.3,6.4,4.5,4.0,5.800000000000001,89.5,Recuperação
446,13,9,6.1,0.7,0.4,57.7,7.9,0.6,0.8,59.7,6.4,0.7,0.9,81.0,7.3,0.1,0.0,83.7,7.2,9.3,8.0,7.3999999999999995,7.975,70.525,Reprovado
447,13,7,3.7,0.1,0.8,74.4,3.9,0.8,0.1,70.8,5.6,0.6,0.5,61.6,5.9,0.4,0.5,66.8,4.6000000000000005,4.8,6.699999999999999,6.800000000000001,5.7250000000000005,68.39999999999999,Reprovado
448,12,7,3.2,0.7,0.3,71.5,7.0,0.9,0.5,72.4,4.0,0.9,0.5,50.0,7.4,0.4,1.0,58.5,4.2,8.4,5.4,8.8,6.7,63.1,Reprovado
449,13,7,7.6,0.5,0.6,79.8,4.7,0.5,0.8,80.0,4.6,0.1,0.2,87.9,7.7,0.0,0.7,79.0,8.7,6.0,4.8999999999999995,8.4,7.0,81.67500000000001,Aprovado
450,12,9,6.1,0.1,0.4,100.0,6.7,0.5,0.9,53.6,6.0,0.8,0.3,99.3,3.3,0.8,0.3,74.2,6.6,8.1,7.1,4.3999999999999995,6.549999999999999,81.77499999999999,Recuperação
451,12,8,7.0,0.5,0.7,88.5,5.1,0.4,0.5,61.3,3.4,0.7,0.0,90.5,5.5,0.4,0.9,86.4,8.2,6.0,4.1,6.800000000000001,6.2749999999999995,81.67500000000001,Recuperação
452,12,7,5.4,0.5,0.2,69.9,5.9,1.0,1.0,96.6,3.7,0.1,0.6,73.0,4.9,0.6,0.8,72.1,6.1000000000000005,7.9,4.4,6.3,6.175,77.9,Recuperação
453,12,9,3.6,0.2,0.2,91.4,7.2,0.7,0.5,95.4,3.4,0.7,0.2,95.2,6.1,0.1,0.0,66.9,4.0,8.4,4.3,6.199999999999999,5.725,87.225,Recuperação
454,12,7,3.6,0.9,0.9,58.5,7.0,0.1,0.4,89.1,7.1,0.4,0.3,70.5,7.0,0.2,0.8,64.7,5.4,7.5,7.8,8.0,7.175,70.7,Reprovado
455,11,6,6.4,0.8,0.1,51.5,7.3,0.9,0.8,51.0,6.8,0.9,0.8,76.2,4.4,0.9,0.3,60.6,7.3,9.0,8.5,5.6000000000000005,7.6000000000000005,59.824999999999996,Reprovado
456,13,7,5.2,0.7,0.5,60.2,3.3,0.5,0.5,66.4,6.8,0.1,0.3,73.9,5.8,0.6,0.1,63.3,6.4,4.3,7.199999999999999,6.499999999999999,6.1,65.95,Reprovado
457,12,7,4.0,0.5,0.2,67.0,6.5,0.1,0.5,81.4,6.6,0.6,0.2,72.4,6.5,1.0,0.2,54.7,4.7,7.1,7.3999999999999995,7.7,6.725,68.875,Reprovado
458,14,8,5.5,0.4,0.0,75.5,3.7,0.5,0.5,63.8,6.3,0.4,0.2,88.8,3.7,1.0,0.5,67.3,5.9,4.7,6.9,5.2,5.675,73.85000000000001,Reprovado
459,13,9,3.3,0.7,0.0,80.8,5.1,0.4,0.8,95.5,5.4,1.0,0.8,76.3,7.1,0.4,0.4,51.8,4.0,6.3,7.2,7.9,6.35,76.10000000000001,Recuperação
460,13,8,5.9,0.5,0.2,95.5,5.7,0.9,0.8,81.7,6.2,0.3,0.1,65.8,6.0,0.3,0.3,59.3,6.6000000000000005,7.4,6.6,6.6,6.800000000000001,75.575,Recuperação
461,12,8,4.3,0.1,0.9,75.5,5.0,0.2,0.4,53.6,3.2,1.0,0.5,62.9,7.7,0.9,0.2,87.3,5.3,5.6000000000000005,4.7,8.799999999999999,6.1,69.825,Reprovado
462,11,8,7.0,0.5,0.3,75.1,5.6,0.8,0.3,95.5,6.1,0.9,0.5,51.9,4.7,1.0,0.8,66.3,7.8,6.699999999999999,7.5,6.5,7.125,72.2,Reprovado
463,12,8,4.6,0.8,1.0,52.5,8.0,0.6,0.5,97.9,6.9,0.3,0.7,79.2,3.5,0.6,1.0,83.4,6.3999999999999995,9.1,7.9,5.1,7.125,78.25,Aprovado
464,11,8,5.3,0.5,0.6,51.7,3.7,0.1,0.6,53.9,5.5,0.8,0.6,61.5,5.5,0.8,0.8,85.8,6.3999999999999995,4.4,6.8999999999999995,7.1,6.199999999999999,63.224999999999994,Reprovado
465,14,7,3.1,0.1,0.4,77.6,6.4,1.0,0.2,76.6,4.8,1.0,0.8,57.4,3.4,0.8,0.3,79.1,3.6,7.6000000000000005,6.6,4.5,5.575,72.675,Reprovado
466,13,8,3.4,0.8,0.6,71.9,5.0,0.5,0.8,65.2,4.4,0.3,0.0,82.7,7.8,0.4,0.2,97.9,4.8,6.3,4.7,8.399999999999999,6.05,79.42500000000001,Recuperação
467,14,8,5.0,0.2,0.5,92.0,3.7,0.3,0.5,69.6,6.2,0.4,0.3,84.1,3.2,0.6,0.2,51.1,5.7,4.5,6.9,4.0,5.275,74.2,Reprovado
468,11,9,5.4,0.3,0.8,58.0,3.8,0.5,0.3,59.0,6.5,0.5,0.3,87.6,6.8,0.8,0.1,86.9,6.5,4.6,7.3,7.699999999999999,6.5249999999999995,72.875,Reprovado
469,11,6,6.0,0.2,0.3,51.2,7.7,0.9,0.1,78.9,7.4,0.3,0.1,75.2,5.6,0.7,0.6,97.9,6.5,8.7,7.8,6.8999999999999995,7.475,75.80000000000001,Aprovado
470,14,7,4.5,0.3,0.4,72.5,7.4,0.3,0.2,97.9,4.7,0.0,0.3,94.7,4.8,0.0,0.6,93.1,5.2,7.9,5.0,5.3999999999999995,5.875,89.55000000000001,Recuperação
471,11,7,6.5,0.8,0.9,61.9,7.5,0.2,0.9,75.2,6.8,0.2,0.3,96.8,3.3,0.3,0.7,58.4,8.2,8.6,7.3,4.3,7.1,73.07499999999999,Reprovado
472,14,7,7.3,0.5,0.9,52.5,8.0,0.1,0.3,54.1,5.8,0.3,0.5,90.4,6.1,0.1,0.7,66.3,8.7,8.4,6.6,6.8999999999999995,7.65,65.825,Reprovado
473,13,8,6.9,0.2,0.9,86.2,4.0,0.3,0.2,81.0,7.4,0.4,0.7,81.8,5.9,0.2,0.3,58.6,8.0,4.5,8.5,6.4,6.85,76.9,Recuperação
474,14,8,3.2,0.9,0.4,55.6,4.8,0.8,0.5,67.0,5.6,0.2,0.4,65.2,4.4,0.9,0.3,80.1,4.500000000000001,6.1,6.2,5.6000000000000005,5.6000000000000005,66.975,Reprovado
475,13,8,5.4,0.9,0.8,80.4,6.3,0.5,0.3,92.8,5.6,0.9,0.7,99.1,7.6,0.0,0.7,85.6,7.1000000000000005,7.1,7.2,8.299999999999999,7.424999999999999,89.475,Aprovado
476,14,9,3.5,0.9,0.5,64.1,5.4,0.2,0.0,71.7,5.9,0.7,0.3,63.7,4.5,0.2,0.3,65.9,4.9,5.6000000000000005,6.9,5.0,5.6,66.35,Reprovado
477,11,6,4.2,0.2,0.5,58.7,5.1,0.2,0.3,59.6,6.7,0.1,0.3,60.1,5.2,0.3,0.2,77.0,4.9,5.6,7.1,5.7,5.825,63.85,Reprovado
478,14,8,7.9,0.5,0.2,69.0,4.8,0.3,0.5,59.6,7.8,0.7,0.5,72.1,5.7,0.6,0.4,84.5,8.6,5.6,9.0,6.7,7.475,71.3,Reprovado
479,11,6,3.7,1.0,0.6,90.1,6.0,0.9,0.6,88.4,3.4,0.7,0.0,52.8,3.5,0.5,0.3,71.1,5.3,7.5,4.1,4.3,5.3,75.6,Recuperação
480,14,9,5.5,0.8,0.2,69.6,5.9,0.3,0.4,63.3,3.3,1.0,0.1,98.9,7.7,0.2,0.1,92.7,6.5,6.6000000000000005,4.3999999999999995,8.0,6.375,81.125,Recuperação
481,14,7,6.1,0.0,0.3,87.5,3.8,1.0,0.4,88.4,7.7,0.0,0.4,79.4,4.9,0.2,0.8,88.6,6.3999999999999995,5.2,8.1,5.9,6.4,85.975,Recuperação
482,12,8,6.5,0.1,0.9,56.3,5.4,0.5,1.0,60.3,5.6,0.2,0.9,77.8,3.4,0.2,0.9,53.2,7.5,6.9,6.7,4.5,6.4,61.89999999999999,Reprovado
483,11,6,5.8,0.5,0.2,88.6,5.8,0.2,0.4,66.1,6.1,0.9,0.7,82.8,4.9,0.5,0.2,81.1,6.5,6.4,7.7,5.6000000000000005,6.550000000000001,79.65,Recuperação
484,12,6,3.0,0.9,0.1,61.8,5.9,0.9,0.3,73.3,5.4,0.9,0.1,74.9,6.0,0.3,0.1,61.8,4.0,7.1000000000000005,6.4,6.3999999999999995,5.975,67.95,Reprovado
485,11,8,4.6,0.5,0.1,83.9,4.1,0.5,0.2,97.2,3.5,0.7,0.8,51.6,5.6,0.9,0.7,77.9,5.199999999999999,4.8,5.0,7.2,5.55,77.65,Recuperação
486,12,7,5.6,0.5,0.9,78.3,6.7,0.7,0.5,96.6,6.8,0.8,0.7,80.6,6.5,0.5,0.2,97.8,7.0,7.9,8.299999999999999,7.2,7.6,88.32499999999999,Aprovado
487,13,7,3.4,0.1,0.5,96.5,3.1,1.0,0.8,60.3,6.7,0.1,0.6,85.8,3.3,0.1,0.4,94.0,4.0,4.8999999999999995,7.3999999999999995,3.8,5.0249999999999995,84.15,Recuperação
488,14,7,4.8,0.7,0.4,69.4,4.8,0.1,0.2,67.9,4.6,0.5,0.8,70.8,4.4,0.7,0.1,70.2,5.9,5.1,5.8999999999999995,5.2,5.5249999999999995,69.575,Reprovado
489,11,9,3.2,0.8,0.8,53.3,6.9,0.1,0.7,57.5,4.5,0.2,0.4,87.9,7.1,0.3,0.2,64.6,4.8,7.7,5.1000000000000005,7.6,6.300000000000001,65.82499999999999,Reprovado
490,11,6,3.4,0.4,0.8,51.0,5.8,0.7,0.0,75.5,7.2,0.2,0.2,61.4,3.4,0.7,0.8,61.7,4.6,6.5,7.6000000000000005,4.8999999999999995,5.8999999999999995,62.400000000000006,Reprovado
491,14,6,5.0,0.8,0.3,91.3,4.3,0.3,0.4,73.0,3.4,0.8,0.5,61.1,7.3,0.3,0.8,76.6,6.1,5.0,4.7,8.4,6.050000000000001,75.5,Recuperação
492,11,6,3.7,1.0,0.7,76.2,6.5,0.2,0.8,95.0,7.4,0.1,0.5,58.1,3.5,0.6,0.2,55.7,5.4,7.5,8.0,4.3,6.3,71.25,Reprovado
493,11,9,5.8,0.2,0.8,88.8,5.8,0.0,0.3,96.5,4.3,0.5,0.5,68.6,7.2,0.8,0.3,77.5,6.8,6.1,5.3,8.3,6.625,82.85,Recuperação
494,12,6,6.4,0.5,0.7,61.7,7.0,0.0,0.6,69.2,6.0,0.9,0.6,92.4,4.8,0.9,0.1,50.1,7.6000000000000005,7.6,7.5,5.8,7.125,68.35000000000001,Reprovado
495,11,9,7.0,0.3,0.2,67.3,6.7,0.8,0.2,74.6,7.7,0.2,0.9,91.4,6.1,0.3,0.1,66.2,7.5,7.7,8.8,6.499999999999999,7.625,74.875,Reprovado
496,13,7,4.0,0.8,0.9,51.5,6.1,0.1,0.7,94.8,6.4,1.0,0.9,69.1,3.8,0.3,1.0,61.0,5.7,6.8999999999999995,8.3,5.1,6.5,69.1,Reprovado
497,13,8,3.8,0.6,0.5,98.1,5.4,0.5,0.1,90.3,5.1,1.0,0.9,79.5,3.3,0.5,0.7,98.6,4.8999999999999995,6.0,7.0,4.5,5.6,91.625,Recuperação
498,14,6,3.5,0.6,0.3,83.4,3.7,0.6,0.9,50.2,6.4,0.6,0.8,86.0,4.1,0.9,0.5,86.4,4.3999999999999995,5.2,7.8,5.5,5.725,76.5,Recuperação
499,11,6,6.2,0.8,0.4,96.7,4.3,0.4,0.2,66.0,4.7,0.2,0.9,62.1,3.6,0.9,0.8,67.5,7.4,4.9,5.800000000000001,5.3,5.8500000000000005,73.07499999999999,Reprovado
500,14,7,6.5,0.4,0.0,63.3,5.1,0.0,0.9,71.1,4.4,0.3,0.1,58.4,4.6,0.1,0.8,54.6,6.9,6.0,4.8,5.499999999999999,5.8,61.849999999999994,Reprovado
501,13,8,3.2,0.9,0.1,80.6,6.0,0.8,0.4,61.5,8.0,0.4,0.3,98.6,5.6,0.1,0.8,75.8,4.2,7.2,8.700000000000001,6.499999999999999,6.65,79.125,Recuperação
502,11,9,7.7,0.5,0.8,83.9,5.6,0.0,0.7,60.0,6.8,0.3,0.5,80.9,5.9,0.5,0.0,60.7,9.0,6.3,7.6,6.4,7.324999999999999,71.375,Reprovado
503,11,8,3.3,0.2,0.0,65.9,4.4,0.8,0.3,51.9,6.2,0.3,0.8,99.1,6.9,0.1,0.2,76.8,3.5,5.5,7.3,7.2,5.875,73.425,Reprovado
504,14,7,5.7,0.7,0.4,92.4,3.0,0.9,0.9,82.2,4.8,1.0,0.5,66.9,6.3,0.3,0.7,91.8,6.800000000000001,4.8,6.3,7.3,6.300000000000001,83.325,Recuperação
505,13,7,6.5,0.8,0.5,97.4,5.5,0.4,0.1,63.1,3.2,0.2,0.7,85.2,6.0,0.1,0.4,80.8,7.8,6.0,4.1000000000000005,6.5,6.1000000000000005,81.625,Recuperação
506,11,8,7.4,0.3,0.1,94.2,4.4,0.5,0.2,52.6,3.2,0.7,0.1,61.1,5.1,0.6,1.0,81.7,7.8,5.1000000000000005,4.0,6.699999999999999,5.8999999999999995,72.4,Reprovado
507,14,9,6.6,0.9,1.0,87.0,6.7,0.5,0.5,61.5,5.8,0.0,0.3,63.1,5.4,0.9,0.7,77.1,8.5,7.7,6.1,7.000000000000001,7.324999999999999,72.175,Reprovado
508,13,9,7.0,0.9,0.2,63.9,3.1,0.4,0.1,90.1,6.8,0.6,0.7,75.6,5.1,1.0,1.0,96.4,8.1,3.6,8.1,7.1,6.725,81.5,Recuperação
509,14,6,4.7,0.3,0.3,64.1,5.9,0.9,0.2,92.6,5.7,0.9,0.2,66.0,7.2,0.4,0.2,96.6,5.3,7.000000000000001,6.800000000000001,7.800000000000001,6.7250000000000005,79.82499999999999,Recuperação
510,12,9,7.1,1.0,0.3,98.2,7.7,0.9,0.9,74.2,7.2,0.3,0.4,58.4,4.2,0.6,0.9,75.6,8.4,9.5,7.9,5.7,7.874999999999999,76.6,Aprovado
511,11,8,3.4,0.1,0.2,50.5,3.9,0.3,1.0,70.8,3.2,0.2,0.3,63.1,3.0,0.9,0.3,65.3,3.7,5.2,3.7,4.2,4.2,62.425,Reprovado
512,12,7,7.5,0.2,0.0,85.8,5.4,0.6,0.4,98.9,4.8,0.7,0.3,51.8,6.3,0.1,1.0,73.0,7.7,6.4,5.8,7.3999999999999995,6.825,77.375,Recuperação
513,13,6,5.7,0.2,0.7,85.3,3.5,0.9,0.9,60.0,4.2,0.7,0.7,85.2,4.0,0.7,0.2,59.3,6.6000000000000005,5.300000000000001,5.6000000000000005,4.9,5.600000000000001,72.45,Reprovado
